Year_Month,Card_type,Travel_Mode,Trip
Aug-2024,Adult,metro,1514414.91
Aug-2024,Adult,train,11522067.68
Aug-2024,CTP,bus,7234374.0
Aug-2024,CTP,ferry,634998.0
Aug-2024,CTP,light rail,1483846.0
Aug-2024,CTP,metro,1368611.17
Aug-2024,CTP,train,10090564.95
Aug-2024,Child/Youth,bus,635572.0
Aug-2024,Child/Youth,ferry,64954.0
Aug-2024,Child/Youth,light rail,102834.0
Aug-2024,Child/Youth,metro,149909.13
Aug-2024,Child/Youth,train,636391.04
Aug-2024,Concession,bus,1100597.0
Aug-2024,Concession,ferry,23687.0
Aug-2024,Concession,light rail,236167.0
Aug-2024,Concession,metro,337739.59
Aug-2024,Concession,train,1617591.46
Aug-2024,Day Pass Child/Youth w/o SAF,bus,10.0
Aug-2024,Day Pass Child/Youth w/o SAF,ferry,58.0
Aug-2024,Day Pass Child/Youth w/o SAF,light rail,17.0
Aug-2024,Day Pass Child/Youth w/o SAF,metro,2.0
Aug-2024,Day Pass Child/Youth w/o SAF,train,292.0
Aug-2024,Day Pass without SAF,bus,1219.0
Aug-2024,Day Pass without SAF,ferry,50.0
Aug-2024,Day Pass without SAF,light rail,74.0
Aug-2024,Day Pass without SAF,metro,32.44
Aug-2024,Day Pass without SAF,train,974.6
Aug-2024,Employee,bus,76565.0
Aug-2024,Employee,ferry,4368.0
Aug-2024,Employee,light rail,11051.0
Aug-2024,Employee,metro,21640.27
Aug-2024,Employee,train,212160.53
Aug-2024,Free Travel,bus,30149.0
Aug-2024,Free Travel,ferry,1784.0
Aug-2024,Free Travel,light rail,3512.0
Aug-2024,Free Travel,metro,4203.08
Aug-2024,Free Travel,train,26000.04
Aug-2024,On Demand,bus,57638.0
Aug-2024,School Student,bus,1411393.0
Aug-2024,School Student,ferry,10335.0
Aug-2024,School Student,light rail,40717.0
Aug-2024,School Student,metro,231151.12
Aug-2024,School Student,train,1039430.46
Aug-2024,Senior/Pensioner,bus,3401688.0
Aug-2024,Senior/Pensioner,ferry,175547.0
Aug-2024,Senior/Pensioner,light rail,422349.0
Aug-2024,Senior/Pensioner,metro,355339.91
Aug-2024,Senior/Pensioner,train,2609523.08
Aug-2024,Sgl Trip Ferry Adult,ferry,19857.0
Aug-2024,Sgl Trip Ferry Child/Youth,ferry,10279.0
Aug-2024,Sgl Trip LR Adult,light rail,4327.0
Aug-2024,Sgl Trip LR Child/Youth,light rail,2286.0
Aug-2024,Sgl Trip Rail Adult,metro,6489.19
Aug-2024,Sgl Trip Rail Adult,train,77568.83
Aug-2024,Sgl Trip Rail Child/Youth,metro,8214.97
Aug-2024,Sgl Trip Rail Child/Youth,train,43136.94
Aug-2024,UNKNOWN,bus,150.0
Aug-2024,UNKNOWN,ferry,25.0
Aug-2024,UNKNOWN,light rail,2.0
Aug-2024,UNKNOWN,metro,13.98
Aug-2024,UNKNOWN,train,168.0
Aug-2025,Adult,bus,6294343.0
Aug-2025,Adult,ferry,291388.0
Aug-2025,Adult,light rail,1223207.0
Aug-2025,Adult,metro,2233610.92
Aug-2025,Adult,train,9234726.52
Aug-2025,CTP,bus,7694292.0
Aug-2025,CTP,ferry,693528.0
Aug-2025,CTP,light rail,1689759.0
Aug-2025,CTP,metro,2462605.37
Aug-2025,CTP,train,9436173.68
Aug-2025,Child/Youth,bus,557475.0
Aug-2025,Child/Youth,ferry,57292.0
Aug-2025,Child/Youth,light rail,104454.0
Aug-2025,Child/Youth,metro,182904.94
Aug-2025,Child/Youth,train,560773.19
Aug-2025,Concession,bus,1075599.0
Aug-2025,Concession,ferry,20773.0
Aug-2025,Concession,light rail,290643.0
Aug-2025,Concession,metro,492992.99
Aug-2025,Concession,train,1427385.75
Aug-2025,Day Pass Child/Youth w/o SAF,bus,11.0
Aug-2025,Day Pass Child/Youth w/o SAF,ferry,55.0
Aug-2025,Day Pass Child/Youth w/o SAF,light rail,91.0
Aug-2025,Day Pass Child/Youth w/o SAF,metro,2.41
Aug-2025,Day Pass Child/Youth w/o SAF,train,327.59
Aug-2025,Day Pass without SAF,bus,1190.0
Aug-2025,Day Pass without SAF,ferry,40.0
Aug-2025,Day Pass without SAF,light rail,170.0
Aug-2025,Day Pass without SAF,metro,54.31
Aug-2025,Day Pass without SAF,train,1317.7
Aug-2025,Employee,bus,79758.0
Aug-2025,Employee,ferry,4153.0
Aug-2025,Employee,light rail,13015.0
Aug-2025,Employee,metro,44428.58
Aug-2025,Employee,train,220238.29
Aug-2025,Free Travel,bus,28518.0
Aug-2025,Free Travel,ferry,1760.0
Aug-2025,Free Travel,light rail,3498.0
Aug-2025,Free Travel,metro,5802.04
Aug-2025,Free Travel,train,25431.27
Aug-2025,On Demand,bus,32760.0
Aug-2025,School Student,bus,1215988.0
Aug-2025,School Student,ferry,8585.0
Aug-2025,School Student,light rail,47742.0
Aug-2025,School Student,metro,318985.54
Aug-2025,School Student,train,909215.4
Aug-2025,Senior/Pensioner,bus,3103105.0
Aug-2025,Senior/Pensioner,ferry,154978.0
Aug-2025,Senior/Pensioner,light rail,437921.0
Aug-2025,Senior/Pensioner,metro,444632.79
Aug-2025,Senior/Pensioner,train,2320569.5
Aug-2025,Sgl Trip Ferry Adult,ferry,23175.0
Aug-2025,Sgl Trip Ferry Child/Youth,ferry,10565.0
Aug-2025,Sgl Trip LR Adult,light rail,3726.0
Aug-2025,Sgl Trip LR Child/Youth,light rail,2033.0
Aug-2025,Sgl Trip Rail Adult,metro,10782.94
Aug-2025,Sgl Trip Rail Adult,train,70708.28
Aug-2025,Sgl Trip Rail Child/Youth,metro,11449.84
Aug-2025,Sgl Trip Rail Child/Youth,train,41642.41
Aug-2025,UNKNOWN,bus,11.0
Aug-2025,UNKNOWN,light rail,2.0
Aug-2025,UNKNOWN,metro,0.0
Aug-2025,UNKNOWN,train,31.0
Dec-2024,Adult,bus,6253891.0
Dec-2024,Adult,ferry,439177.0
Dec-2024,Adult,light rail,1177408.0
Dec-2024,Adult,metro,2022626.11
Dec-2024,Adult,train,8944757.94
Dec-2024,CTP,bus,7274067.0
Dec-2024,CTP,ferry,997118.0
Dec-2024,CTP,light rail,1558377.0
Dec-2024,CTP,metro,2132477.06
Dec-2024,CTP,train,8547228.96
Dec-2024,Child/Youth,bus,730066.0
Dec-2024,Child/Youth,ferry,116138.0
Dec-2024,Child/Youth,light rail,143011.0
Dec-2024,Child/Youth,metro,262402.02
Dec-2024,Child/Youth,train,745774.52
Dec-2024,Concession,bus,640198.0
Dec-2024,Concession,ferry,24023.0
Dec-2024,Concession,light rail,113431.0
Dec-2024,Concession,metro,244179.41
Dec-2024,Concession,train,768937.31
Dec-2024,Day Pass Child/Youth w/o SAF,bus,134.0
Dec-2024,Day Pass Child/Youth w/o SAF,ferry,37.0
Dec-2024,Day Pass Child/Youth w/o SAF,light rail,22.0
Dec-2024,Day Pass Child/Youth w/o SAF,metro,78.0
Dec-2024,Day Pass Child/Youth w/o SAF,train,77.0
Dec-2024,Day Pass without SAF,bus,837.0
Dec-2024,Day Pass without SAF,ferry,55.0
Dec-2024,Day Pass without SAF,light rail,53.0
Dec-2024,Day Pass without SAF,metro,68.94
Dec-2024,Day Pass without SAF,train,804.41
Dec-2024,Employee,bus,75435.0
Dec-2024,Employee,ferry,5455.0
Dec-2024,Employee,light rail,12887.0
Dec-2024,Employee,metro,39374.4
Dec-2024,Employee,train,186692.89
Dec-2024,Free Travel,bus,28291.0
Dec-2024,Free Travel,ferry,1965.0
Dec-2024,Free Travel,light rail,3316.0
Dec-2024,Free Travel,metro,4889.28
Dec-2024,Free Travel,train,21484.51
Dec-2024,On Demand,bus,33285.0
Dec-2024,School Student,bus,580977.0
Dec-2024,School Student,ferry,9330.0
Dec-2024,School Student,light rail,18806.0
Dec-2024,School Student,metro,129950.52
Dec-2024,School Student,train,404778.77
Dec-2024,Senior/Pensioner,bus,3299749.0
Dec-2024,Senior/Pensioner,ferry,197594.0
Dec-2024,Senior/Pensioner,light rail,447318.0
Dec-2024,Senior/Pensioner,metro,442860.89
Dec-2024,Senior/Pensioner,train,2280444.49
Dec-2024,Sgl Trip Ferry Adult,ferry,38059.0
Dec-2024,Sgl Trip Ferry Child/Youth,ferry,22023.0
Dec-2024,Sgl Trip LR Adult,light rail,5484.0
Dec-2024,Sgl Trip LR Child/Youth,light rail,3135.0
Dec-2024,Sgl Trip Rail Adult,metro,15324.57
Dec-2024,Sgl Trip Rail Adult,train,88107.29
Dec-2024,Sgl Trip Rail Child/Youth,metro,19561.19
Dec-2024,Sgl Trip Rail Child/Youth,train,58962.28
Dec-2024,UNKNOWN,bus,25.0
Dec-2024,UNKNOWN,ferry,2.0
Dec-2024,UNKNOWN,light rail,5.0
Dec-2024,UNKNOWN,metro,26.88
Dec-2024,UNKNOWN,train,185.36
Dec-2025,Adult,bus,5810979.0
Dec-2025,Adult,ferry,372951.0
Dec-2025,Adult,light rail,1241299.0
Dec-2025,Adult,metro,1890808.73
Dec-2025,Adult,train,8515043.31
Dec-2025,CTP,bus,8210781.0
Dec-2025,CTP,ferry,1075303.0
Dec-2025,CTP,light rail,1904347.0
Dec-2025,CTP,metro,2245923.13
Dec-2025,CTP,train,9548458.63
Dec-2025,Child/Youth,bus,653193.0
Dec-2025,Child/Youth,ferry,100928.0
Dec-2025,Child/Youth,light rail,146164.0
Dec-2025,Child/Youth,metro,211530.55
Dec-2025,Child/Youth,train,674540.56
Dec-2025,Concession,bus,640506.0
Dec-2025,Concession,ferry,21390.0
Dec-2025,Concession,light rail,150179.0
Dec-2025,Concession,metro,251936.58
Dec-2025,Concession,train,792781.82
Dec-2025,Day Pass Child/Youth w/o SAF,bus,5.0
Dec-2025,Day Pass Child/Youth w/o SAF,train,53.0
Dec-2025,Day Pass without SAF,bus,1156.0
Dec-2025,Day Pass without SAF,ferry,46.0
Dec-2025,Day Pass without SAF,light rail,154.0
Dec-2025,Day Pass without SAF,metro,69.62
Dec-2025,Day Pass without SAF,train,1382.38
Dec-2025,Employee,bus,83745.0
Dec-2025,Employee,ferry,5646.0
Dec-2025,Employee,light rail,16158.0
Dec-2025,Employee,metro,47784.21
Dec-2025,Employee,train,228616.8
Dec-2025,Free Travel,bus,28536.0
Dec-2025,Free Travel,ferry,1771.0
Dec-2025,Free Travel,light rail,3680.0
Dec-2025,Free Travel,metro,5044.94
Dec-2025,Free Travel,train,23684.73
Dec-2025,On Demand,bus,31451.0
Dec-2025,School Student,bus,595405.0
Dec-2025,School Student,ferry,8675.0
Dec-2025,School Student,light rail,25640.0
Dec-2025,School Student,metro,165088.08
Dec-2025,School Student,train,448137.94
Dec-2025,Senior/Pensioner,bus,3304105.0
Dec-2025,Senior/Pensioner,ferry,190274.0
Dec-2025,Senior/Pensioner,light rail,512812.0
Dec-2025,Senior/Pensioner,metro,433032.47
Dec-2025,Senior/Pensioner,train,2433791.26
Dec-2025,Sgl Trip Ferry Adult,ferry,51018.0
Dec-2025,Sgl Trip Ferry Child/Youth,ferry,23030.0
Dec-2025,Sgl Trip LR Adult,light rail,4298.0
Dec-2025,Sgl Trip LR Child/Youth,light rail,2589.0
Dec-2025,Sgl Trip Rail Adult,metro,11806.55
Dec-2025,Sgl Trip Rail Adult,train,81950.82
Dec-2025,Sgl Trip Rail Child/Youth,metro,15442.31
Dec-2025,Sgl Trip Rail Child/Youth,train,56466.31
Dec-2025,UNKNOWN,bus,18.0
Dec-2025,UNKNOWN,ferry,21.0
Dec-2025,UNKNOWN,light rail,11.0
Dec-2025,UNKNOWN,metro,4.0
Dec-2025,UNKNOWN,train,42.0
Feb-2024,Adult,bus,7225333.0
Feb-2024,Adult,ferry,439905.0
Feb-2024,Adult,light rail,1338746.0
Feb-2024,Adult,metro,827154.05
Feb-2024,Adult,train,11363762.05
Feb-2024,Adult,unallocated,2.0
Feb-2024,CTP,bus,7202865.0
Feb-2024,CTP,ferry,834026.0
Feb-2024,CTP,light rail,1560849.0
Feb-2024,CTP,metro,601447.17
Feb-2024,CTP,train,9947792.85
Feb-2024,CTP,unallocated,1.0
Feb-2024,Child/Youth,bus,731401.0
Feb-2024,Child/Youth,ferry,62341.0
Feb-2024,Child/Youth,light rail,118847.0
Feb-2024,Child/Youth,metro,92914.72
Feb-2024,Child/Youth,train,691902.55
Feb-2024,Concession,bus,845806.0
Feb-2024,Concession,ferry,20326.0
Feb-2024,Concession,light rail,288433.0
Feb-2024,Concession,metro,154549.55
Feb-2024,Concession,train,1270833.71
Feb-2024,Day Pass Child/Youth w/o SAF,bus,10.0
Feb-2024,Day Pass Child/Youth w/o SAF,train,16.0
Feb-2024,Day Pass without SAF,bus,1201.0
Feb-2024,Day Pass without SAF,ferry,47.0
Feb-2024,Day Pass without SAF,light rail,63.0
Feb-2024,Day Pass without SAF,metro,13.0
Feb-2024,Day Pass without SAF,train,1125.0
Feb-2024,Employee,bus,58888.0
Feb-2024,Employee,ferry,4041.0
Feb-2024,Employee,light rail,9118.0
Feb-2024,Employee,metro,7950.3
Feb-2024,Employee,train,190308.95
Feb-2024,Free Travel,bus,27696.0
Feb-2024,Free Travel,ferry,1703.0
Feb-2024,Free Travel,light rail,3157.0
Feb-2024,Free Travel,metro,1474.84
Feb-2024,Free Travel,train,23645.95
Feb-2024,On Demand,bus,60557.0
Feb-2024,School Student,bus,1528991.0
Feb-2024,School Student,ferry,10853.0
Feb-2024,School Student,light rail,46434.0
Feb-2024,School Student,metro,169822.16
Feb-2024,School Student,train,1039094.93
Feb-2024,Senior/Pensioner,bus,3153299.0
Feb-2024,Senior/Pensioner,ferry,182373.0
Feb-2024,Senior/Pensioner,light rail,394978.0
Feb-2024,Senior/Pensioner,metro,135537.4
Feb-2024,Senior/Pensioner,train,2360824.73
Feb-2024,Sgl Trip Ferry Adult,ferry,30903.0
Feb-2024,Sgl Trip Ferry Child/Youth,ferry,10222.0
Feb-2024,Sgl Trip LR Adult,light rail,4945.0
Feb-2024,Sgl Trip LR Child/Youth,light rail,1848.0
Feb-2024,Sgl Trip Rail Adult,metro,4160.27
Feb-2024,Sgl Trip Rail Adult,train,100991.17
Feb-2024,Sgl Trip Rail Child/Youth,metro,3917.25
Feb-2024,Sgl Trip Rail Child/Youth,train,42363.77
Feb-2024,UNKNOWN,bus,223.0
Feb-2024,UNKNOWN,ferry,1.0
Feb-2024,UNKNOWN,light rail,15.0
Feb-2024,UNKNOWN,metro,37.02
Feb-2024,UNKNOWN,train,275.0
Feb-2025,Adult,bus,6528279.0
Feb-2025,Adult,ferry,368918.0
Feb-2025,Adult,light rail,1160956.0
Feb-2025,Adult,metro,2146118.16
Feb-2025,Adult,train,8738379.96
Feb-2025,CTP,bus,7749283.0
Feb-2025,CTP,ferry,873305.0
Feb-2025,CTP,light rail,1535130.0
Feb-2025,CTP,metro,2276463.92
Feb-2025,CTP,train,8544354.35
Feb-2025,Child/Youth,bus,705777.0
Feb-2025,Child/Youth,ferry,59798.0
Feb-2025,Child/Youth,light rail,107185.0
Feb-2025,Child/Youth,metro,202541.37
Feb-2025,Child/Youth,train,594771.8
Feb-2025,Concession,bus,879201.0
Feb-2025,Concession,ferry,23539.0
Feb-2025,Concession,light rail,272303.0
Feb-2025,Concession,metro,349099.76
Feb-2025,Concession,train,1070152.35
Feb-2025,Day Pass Child/Youth w/o SAF,bus,44.0
Feb-2025,Day Pass Child/Youth w/o SAF,ferry,1.0
Feb-2025,Day Pass Child/Youth w/o SAF,light rail,25.0
Feb-2025,Day Pass Child/Youth w/o SAF,metro,0.6
Feb-2025,Day Pass Child/Youth w/o SAF,train,45.4
Feb-2025,Day Pass without SAF,bus,998.0
Feb-2025,Day Pass without SAF,ferry,27.0
Feb-2025,Day Pass without SAF,light rail,80.0
Feb-2025,Day Pass without SAF,metro,43.78
Feb-2025,Day Pass without SAF,train,860.12
Feb-2025,Employee,bus,75830.0
Feb-2025,Employee,ferry,4934.0
Feb-2025,Employee,light rail,11341.0
Feb-2025,Employee,metro,36370.94
Feb-2025,Employee,train,172843.62
Feb-2025,Free Travel,bus,29583.0
Feb-2025,Free Travel,ferry,2041.0
Feb-2025,Free Travel,light rail,3091.0
Feb-2025,Free Travel,metro,5170.37
Feb-2025,Free Travel,train,21386.35
Feb-2025,On Demand,bus,49050.0
Feb-2025,School Student,bus,1315644.0
Feb-2025,School Student,ferry,10693.0
Feb-2025,School Student,light rail,49817.0
Feb-2025,School Student,metro,266581.94
Feb-2025,School Student,train,833441.58
Feb-2025,Senior/Pensioner,bus,3232711.0
Feb-2025,Senior/Pensioner,ferry,191659.0
Feb-2025,Senior/Pensioner,light rail,412609.0
Feb-2025,Senior/Pensioner,metro,412570.2
Feb-2025,Senior/Pensioner,train,2110941.37
Feb-2025,Sgl Trip Ferry Adult,ferry,24140.0
Feb-2025,Sgl Trip Ferry Child/Youth,ferry,7517.0
Feb-2025,Sgl Trip LR Adult,light rail,3616.0
Feb-2025,Sgl Trip LR Child/Youth,light rail,1163.0
Feb-2025,Sgl Trip Rail Adult,metro,10603.18
Feb-2025,Sgl Trip Rail Adult,train,69652.12
Feb-2025,Sgl Trip Rail Child/Youth,metro,9891.8
Feb-2025,Sgl Trip Rail Child/Youth,train,35032.32
Feb-2025,UNKNOWN,bus,51.0
Feb-2025,UNKNOWN,ferry,25.0
Feb-2025,UNKNOWN,light rail,11.0
Feb-2025,UNKNOWN,metro,5.68
Feb-2025,UNKNOWN,train,93.79
Feb-2026,Adult,bus,5976119.0
Feb-2026,Adult,ferry,326030.0
Feb-2026,Adult,light rail,1185181.0
Feb-2026,Adult,metro,2071345.1
Feb-2026,Adult,train,8649968.3
Feb-2026,CTP,bus,8530017.0
Feb-2026,CTP,ferry,915844.0
Feb-2026,CTP,light rail,1829106.0
Feb-2026,CTP,metro,2498548.1
Feb-2026,CTP,train,9830378.17
Feb-2026,Child/Youth,bus,606973.0
Feb-2026,Child/Youth,ferry,50829.0
Feb-2026,Child/Youth,light rail,114163.0
Feb-2026,Child/Youth,metro,188194.0
Feb-2026,Child/Youth,train,570493.21
Feb-2026,Concession,bus,776853.0
Feb-2026,Concession,ferry,19329.0
Feb-2026,Concession,light rail,272419.0
Feb-2026,Concession,metro,345349.2
Feb-2026,Concession,train,1034321.08
Feb-2026,Day Pass Child/Youth w/o SAF,bus,1.0
Feb-2026,Day Pass Child/Youth w/o SAF,light rail,11.0
Feb-2026,Day Pass Child/Youth w/o SAF,train,2.0
Feb-2026,Day Pass without SAF,bus,1010.0
Feb-2026,Day Pass without SAF,ferry,15.0
Feb-2026,Day Pass without SAF,light rail,72.0
Feb-2026,Day Pass without SAF,metro,47.6
Feb-2026,Day Pass without SAF,train,1000.41
Feb-2026,Employee,bus,82053.0
Feb-2026,Employee,ferry,4566.0
Feb-2026,Employee,light rail,13969.0
Feb-2026,Employee,metro,45856.3
Feb-2026,Employee,train,223358.81
Feb-2026,Free Travel,bus,27444.0
Feb-2026,Free Travel,ferry,1785.0
Feb-2026,Free Travel,light rail,3761.0
Feb-2026,Free Travel,metro,5229.37
Feb-2026,Free Travel,train,24060.8
Feb-2026,On Demand,bus,29641.0
Feb-2026,School Student,bus,1286547.0
Feb-2026,School Student,ferry,10218.0
Feb-2026,School Student,light rail,55328.0
Feb-2026,School Student,metro,332227.51
Feb-2026,School Student,train,953866.1
Feb-2026,Senior/Pensioner,bus,3135680.0
Feb-2026,Senior/Pensioner,ferry,180833.0
Feb-2026,Senior/Pensioner,light rail,490835.0
Feb-2026,Senior/Pensioner,metro,439653.52
Feb-2026,Senior/Pensioner,train,2337018.19
Feb-2026,Sgl Trip Ferry Adult,ferry,38722.0
Feb-2026,Sgl Trip Ferry Child/Youth,ferry,9560.0
Feb-2026,Sgl Trip LR Adult,light rail,3239.0
Feb-2026,Sgl Trip LR Child/Youth,light rail,1386.0
Feb-2026,Sgl Trip Rail Adult,metro,10550.14
Feb-2026,Sgl Trip Rail Adult,train,72519.55
Feb-2026,Sgl Trip Rail Child/Youth,metro,9831.26
Feb-2026,Sgl Trip Rail Child/Youth,train,37080.62
Feb-2026,UNKNOWN,bus,15.0
Feb-2026,UNKNOWN,metro,0.43
Feb-2026,UNKNOWN,train,48.0
Jan-2024,Adult,bus,6491822.0
Jan-2024,Adult,ferry,504992.0
Jan-2024,Adult,light rail,1204213.0
Jan-2024,Adult,metro,709668.24
Jan-2024,Adult,train,9997817.37
Jan-2024,CTP,bus,6712175.0
Jan-2024,CTP,ferry,917397.0
Jan-2024,CTP,light rail,1366438.0
Jan-2024,CTP,metro,513631.99
Jan-2024,CTP,train,8614327.75
Jan-2024,CTP,unallocated,1.0
Jan-2024,Child/Youth,bus,963039.0
Jan-2024,Child/Youth,ferry,175975.0
Jan-2024,Child/Youth,light rail,190711.0
Jan-2024,Child/Youth,metro,154756.93
Jan-2024,Child/Youth,train,1037977.6
Jan-2024,Concession,bus,530888.0
Jan-2024,Concession,ferry,19665.0
Jan-2024,Concession,light rail,98025.0
Jan-2024,Concession,metro,85017.31
Jan-2024,Concession,train,729949.72
Jan-2024,Day Pass Child/Youth w/o SAF,bus,14.0
Jan-2024,Day Pass Child/Youth w/o SAF,ferry,1.0
Jan-2024,Day Pass Child/Youth w/o SAF,light rail,8.0
Jan-2024,Day Pass Child/Youth w/o SAF,train,20.0
Jan-2024,Day Pass without SAF,bus,1223.0
Jan-2024,Day Pass without SAF,ferry,55.0
Jan-2024,Day Pass without SAF,light rail,79.0
Jan-2024,Day Pass without SAF,metro,21.49
Jan-2024,Day Pass without SAF,train,1010.51
Jan-2024,Employee,bus,56231.0
Jan-2024,Employee,ferry,4806.0
Jan-2024,Employee,light rail,9390.0
Jan-2024,Employee,metro,7591.13
Jan-2024,Employee,train,179906.34
Jan-2024,Free Travel,bus,27073.0
Jan-2024,Free Travel,ferry,1994.0
Jan-2024,Free Travel,light rail,2938.0
Jan-2024,Free Travel,metro,1225.17
Jan-2024,Free Travel,train,20890.47
Jan-2024,On Demand,bus,60778.0
Jan-2024,School Student,bus,31527.0
Jan-2024,School Student,ferry,619.0
Jan-2024,School Student,light rail,1353.0
Jan-2024,School Student,metro,3283.05
Jan-2024,School Student,train,24056.89
Jan-2024,Senior/Pensioner,bus,3068068.0
Jan-2024,Senior/Pensioner,ferry,212137.0
Jan-2024,Senior/Pensioner,light rail,402929.0
Jan-2024,Senior/Pensioner,metro,133813.21
Jan-2024,Senior/Pensioner,train,2200208.15
Jan-2024,Sgl Trip Ferry Adult,ferry,39508.0
Jan-2024,Sgl Trip Ferry Child/Youth,ferry,26479.0
Jan-2024,Sgl Trip LR Adult,light rail,5101.0
Jan-2024,Sgl Trip LR Child/Youth,light rail,3566.0
Jan-2024,Sgl Trip Rail Adult,metro,4333.3
Jan-2024,Sgl Trip Rail Adult,train,92385.08
Jan-2024,Sgl Trip Rail Child/Youth,metro,7548.03
Jan-2024,Sgl Trip Rail Child/Youth,train,72588.81
Jan-2024,UNKNOWN,bus,52.0
Jan-2024,UNKNOWN,light rail,11.0
Jan-2024,UNKNOWN,metro,7.0
Jan-2024,UNKNOWN,train,78.0
Jan-2025,Adult,bus,6045487.0
Jan-2025,Adult,ferry,429956.0
Jan-2025,Adult,light rail,1170260.0
Jan-2025,Adult,metro,1983875.9
Jan-2025,Adult,train,8140462.01
Jan-2025,CTP,bus,7220103.0
Jan-2025,CTP,ferry,980658.0
Jan-2025,CTP,light rail,1523525.0
Jan-2025,CTP,metro,2089650.29
Jan-2025,CTP,train,7869879.41
Jan-2025,Child/Youth,bus,877909.0
Jan-2025,Child/Youth,ferry,156119.0
Jan-2025,Child/Youth,light rail,191511.0
Jan-2025,Child/Youth,metro,312250.88
Jan-2025,Child/Youth,train,858312.87
Jan-2025,Concession,bus,578570.0
Jan-2025,Concession,ferry,20517.0
Jan-2025,Concession,light rail,105747.0
Jan-2025,Concession,metro,231873.12
Jan-2025,Concession,train,668070.53
Jan-2025,Day Pass Child/Youth w/o SAF,bus,2.0
Jan-2025,Day Pass Child/Youth w/o SAF,metro,0.2
Jan-2025,Day Pass Child/Youth w/o SAF,train,6.8
Jan-2025,Day Pass without SAF,bus,860.0
Jan-2025,Day Pass without SAF,ferry,39.0
Jan-2025,Day Pass without SAF,light rail,83.0
Jan-2025,Day Pass without SAF,metro,37.81
Jan-2025,Day Pass without SAF,train,779.2
Jan-2025,Employee,bus,72103.0
Jan-2025,Employee,ferry,5753.0
Jan-2025,Employee,light rail,12439.0
Jan-2025,Employee,metro,36203.48
Jan-2025,Employee,train,169448.86
Jan-2025,Free Travel,bus,28054.0
Jan-2025,Free Travel,ferry,2043.0
Jan-2025,Free Travel,light rail,3575.0
Jan-2025,Free Travel,metro,5024.5
Jan-2025,Free Travel,train,19982.76
Jan-2025,On Demand,bus,48119.0
Jan-2025,School Student,bus,11096.0
Jan-2025,School Student,ferry,235.0
Jan-2025,School Student,light rail,504.0
Jan-2025,School Student,metro,3243.24
Jan-2025,School Student,train,9234.73
Jan-2025,Senior/Pensioner,bus,3132431.0
Jan-2025,Senior/Pensioner,ferry,202016.0
Jan-2025,Senior/Pensioner,light rail,461800.0
Jan-2025,Senior/Pensioner,metro,422771.08
Jan-2025,Senior/Pensioner,train,2072169.88
Jan-2025,Sgl Trip Ferry Adult,ferry,37493.0
Jan-2025,Sgl Trip Ferry Child/Youth,ferry,25159.0
Jan-2025,Sgl Trip LR Adult,light rail,5223.0
Jan-2025,Sgl Trip LR Child/Youth,light rail,3652.0
Jan-2025,Sgl Trip Rail Adult,metro,12779.39
Jan-2025,Sgl Trip Rail Adult,train,73619.24
Jan-2025,Sgl Trip Rail Child/Youth,metro,19320.55
Jan-2025,Sgl Trip Rail Child/Youth,train,62901.32
Jan-2025,UNKNOWN,bus,20.0
Jan-2025,UNKNOWN,ferry,5.0
Jan-2025,UNKNOWN,light rail,6.0
Jan-2025,UNKNOWN,metro,3.0
Jan-2025,UNKNOWN,train,8.0
Jan-2026,Adult,bus,5548903.0
Jan-2026,Adult,ferry,376828.0
Jan-2026,Adult,light rail,1127614.0
Jan-2026,Adult,metro,1813157.48
Jan-2026,Adult,train,8052509.38
Jan-2026,CTP,bus,8068252.0
Jan-2026,CTP,ferry,1106268.0
Jan-2026,CTP,light rail,1719937.0
Jan-2026,CTP,metro,2172549.43
Jan-2026,CTP,train,9048766.08
Jan-2026,Child/Youth,bus,828841.0
Jan-2026,Child/Youth,ferry,143753.0
Jan-2026,Child/Youth,light rail,184613.0
Jan-2026,Child/Youth,metro,292024.66
Jan-2026,Child/Youth,train,884909.45
Jan-2026,Concession,bus,522488.0
Jan-2026,Concession,ferry,19298.0
Jan-2026,Concession,light rail,107592.0
Jan-2026,Concession,metro,218331.0
Jan-2026,Concession,train,661793.96
Jan-2026,Day Pass Child/Youth w/o SAF,bus,4.0
Jan-2026,Day Pass Child/Youth w/o SAF,train,1.0
Jan-2026,Day Pass without SAF,bus,931.0
Jan-2026,Day Pass without SAF,ferry,21.0
Jan-2026,Day Pass without SAF,light rail,108.0
Jan-2026,Day Pass without SAF,metro,45.51
Jan-2026,Day Pass without SAF,train,1000.7
Jan-2026,Employee,bus,80344.0
Jan-2026,Employee,ferry,6079.0
Jan-2026,Employee,light rail,15034.0
Jan-2026,Employee,metro,41251.1
Jan-2026,Employee,train,209724.72
Jan-2026,Free Travel,bus,27452.0
Jan-2026,Free Travel,ferry,2067.0
Jan-2026,Free Travel,light rail,3765.0
Jan-2026,Free Travel,metro,4727.41
Jan-2026,Free Travel,train,21818.95
Jan-2026,On Demand,bus,31179.0
Jan-2026,School Student,bus,48545.0
Jan-2026,School Student,ferry,1097.0
Jan-2026,School Student,light rail,2283.0
Jan-2026,School Student,metro,16427.13
Jan-2026,School Student,train,43060.8
Jan-2026,Senior/Pensioner,bus,3106695.0
Jan-2026,Senior/Pensioner,ferry,216314.0
